Country Name,Country Code,Series Name,Series Code,Year,Value,indicator,Normalized Value,Weighted Score
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1998,75.7121951219512,Quality of Life,2.164489235134666e-08,4.328978470269332e-09
Portugal,PRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1998,100.0,Quality of Life,2.2133598275124235e-08,4.426719655024847e-09
Portugal,PRT,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,1998,100.0,Quality of Life,2.2133598275124235e-08,4.426719655024847e-09
Portugal,PRT,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1998,1.22796834454788,Quality of Life,2.0146161484688206e-08,4.029232296937641e-09
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1998,123946327916.296,Economic Development,0.06910694281725832,0.013821388563451664
Portugal,PRT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1998,4.64,Economic Development,0.05034100967658097,0.010068201935316195
Portugal,PRT,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,1998,7106017575.26343,Economic Development,0.051416887057327935,0.010283377411465587
Portugal,PRT,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1998,3531591602.63014,Economic Development,0.050875705725465105,0.010175141145093021
Portugal,PRT,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,1998,3531591602.63014,Data-driven Decision Making,0.02954662564386128,0.0029546625643861284
Portugal,PRT,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,1998,0.596954437014105,Safety and Security,4.994345684492313e-12,4.994345684492313e-13
Portugal,PRT,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,1998,1.90662689641146,Safety and Security,1.595155881520745e-11,1.595155881520745e-12
Portugal,PRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,1998,9.870446442,Technological Integration,8.25798729936409e-11,8.257987299364091e-12
Portugal,PRT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,1998,9.870446442,Technological Integration,8.25798729936409e-11,8.257987299364091e-12
Portugal,PRT,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,1998,41.3486961420871,Technological Integration,3.45938767403344e-10,3.45938767403344e-11
Portugal,PRT,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,1998,41.3486961420871,Governance and Participation,3.422575616627247e-10,3.4225756166272473e-11
Portugal,PRT,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,1998,13.0434782608696,Governance and Participation,1.0544544668575967e-10,1.0544544668575967e-11
Portugal,PRT,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,1998,13.0434782608696,Governance and Participation,1.0544544668575967e-10,1.0544544668575967e-11
Portugal,PRT,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,1998,13.0434782608696,Governance and Participation,1.0544544668575967e-10,1.0544544668575967e-11
Portugal,PRT,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1998,13.0434782608696,Social Inclusion,0.5223040913986536,0.05223040913986537
Portugal,PRT,Population growth (annual %),SP.POP.GROW,1998,0.505389233382722,Social Inclusion,0.5222963579192865,0.05222963579192866
Portugal,PRT,Net migration,SM.POP.NETM,1998,43501.0,Social Inclusion,0.5491274146134459,0.054912741461344595
Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1998,11.8513356361044,Sustainability,2.035991907010676e-08,4.071983814021352e-09
Estonia,EST,Forest area (sq. km),AG.LND.FRST.K2,1998,22322.92,Sustainability,4.692910380753277e-07,9.385820761506554e-08
Estonia,EST,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,1998,1.7444166022,Sustainability,2.0156553174019805e-08,4.031310634803961e-09
Estonia,EST,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1998,0.140828541251027,Sustainability,2.0124286652256325e-08,4.024857330451265e-09
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1998,69.3585365853659,Quality of Life,2.1517047509868394e-08,4.303409501973679e-09
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,1998,100.0,Quality of Life,2.2133598275124235e-08,4.426719655024847e-09
Estonia,EST,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,1998,100.0,Quality of Life,2.2133598275124235e-08,4.426719655024847e-09
Estonia,EST,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1998,13.8894154504865,Quality of Life,2.0400928197256006e-08,4.080185639451201e-09
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1998,5674080542.88575,Economic Development,0.05120008648675829,0.01024001729735166
Estonia,EST,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1998,9.51,Economic Development,0.050341009677318305,0.010068201935463662
Estonia,EST,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,1998,21355096.1771314,Economic Development,0.050344242916538544,0.01006884858330771
Estonia,EST,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1998,2644205.9931762,Economic Development,0.0503414100184599,0.010068282003691982
Estonia,EST,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,1998,2644205.9931762,Data-driven Decision Making,2.2122418045262648e-05,2.2122418045262647e-06
Estonia,EST,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,1998,5.39322987053872,Safety and Security,4.5121792651595025e-11,4.512179265159503e-12
Estonia,EST,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,1998,23.6451711179232,Safety and Security,1.978244083795824e-10,1.978244083795824e-11
Estonia,EST,Individuals using the Internet (% of population),IT.NET.USER.ZS,1998,10.79603483,Technological Integration,9.032369410391899e-11,9.0323694103919e-12
Estonia,EST,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,1998,10.79603483,Technological Integration,9.032369410391899e-11,9.0323694103919e-12
Estonia,EST,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,1998,38.3285350656121,Technological Integration,3.206709621848895e-10,3.206709621848895e-11
Estonia,EST,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,1998,38.3285350656121,Governance and Participation,3.1698975644417717e-10,3.169897564441772e-11
Estonia,EST,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,1998,10.8910891089109,Governance and Participation,8.74377482653548e-11,8.74377482653548e-12
Estonia,EST,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,1998,10.8910891089109,Governance and Participation,8.74377482653548e-11,8.74377482653548e-12
Estonia,EST,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,1998,10.8910891089109,Governance and Participation,8.74377482653548e-11,8.74377482653548e-12
Estonia,EST,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1998,10.8910891089109,Social Inclusion,0.5223027638074187,0.052230276380741875
Estonia,EST,Population growth (annual %),SP.POP.GROW,1998,-0.960559004588775,Social Inclusion,0.5222954537240438,0.05222954537240439
Estonia,EST,Net migration,SM.POP.NETM,1998,-3534.0,Social Inclusion,0.5201162789263258,0.052011627892632584
New Zealand,NZL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1998,7.12471821756225,Sustainability,2.0264812659977473e-08,4.0529625319954946e-09
New Zealand,NZL,Forest area (sq. km),AG.LND.FRST.K2,1998,97548.06,Sustainability,1.9829301553025813e-06,3.9658603106051625e-07
New Zealand,NZL,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,1998,44.0,Sustainability,2.100679690839064e-08,4.201359381678128e-09
New Zealand,NZL,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1998,8.33510581729235,Sustainability,2.028916741714985e-08,4.057833483429971e-09
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1998,78.0853658536585,Quality of Life,2.1692643994632015e-08,4.3385287989264035e-09
New Zealand,NZL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1998,100.0,Quality of Life,2.2133598275124235e-08,4.426719655024847e-09
New Zealand,NZL,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,1998,100.0,Quality of Life,2.2133598275124235e-08,4.426719655024847e-09
New Zealand,NZL,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1998,1.28607438654252,Quality of Life,2.0147330662679903e-08,4.029466132535981e-09
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1998,56227169851.0448,Economic Development,0.058854011455699545,0.01177080229113991
New Zealand,NZL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1998,7.718,Economic Development,0.05034100967704699,0.010068201935409398
New Zealand,NZL,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,1998,401445200.0,Economic Development,0.05040178996610387,0.010080357993220775
New Zealand,NZL,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1998,259445526.1,Economic Development,0.05038029068951131,0.010076058137902263
New Zealand,NZL,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,1998,259445526.1,Data-driven Decision Making,0.0021706189955553734,0.00021706189955553735
New Zealand,NZL,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,1998,1.11068102821663,Safety and Security,9.292375860153195e-12,9.292375860153197e-13
New Zealand,NZL,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,1998,1.467068387042,Safety and Security,1.2274046750246677e-11,1.2274046750246679e-12
New Zealand,NZL,Individuals using the Internet (% of population),IT.NET.USER.ZS,1998,31.63626081,Technological Integration,2.6468087487582145e-10,2.6468087487582146e-11
New Zealand,NZL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,1998,31.63626081,Technological Integration,2.6468087487582145e-10,2.6468087487582146e-11
New Zealand,NZL,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,1998,28.1235509017575,Technological Integration,2.352922205945069e-10,2.352922205945069e-11
New Zealand,NZL,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,1998,28.1235509017575,Governance and Participation,2.3161101485348022e-10,2.3161101485348024e-11
New Zealand,NZL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,1998,29.1666666666667,Governance and Participation,2.403381142699408e-10,2.403381142699408e-11
New Zealand,NZL,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,1998,29.1666666666667,Governance and Participation,2.403381142699408e-10,2.403381142699408e-11
New Zealand,NZL,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,1998,29.1666666666667,Governance and Participation,2.403381142699408e-10,2.403381142699408e-11
New Zealand,NZL,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1998,29.1666666666667,Social Inclusion,0.5223140361633299,0.052231403616332994
New Zealand,NZL,Population growth (annual %),SP.POP.GROW,1998,0.887279888633483,Social Inclusion,0.5222965934690179,0.0522296593469018
New Zealand,NZL,Net migration,SM.POP.NETM,1998,-1765.0,Social Inclusion,0.5212073961588233,0.05212073961588233
Spain,ESP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1998,6.36979483813806,Sustainability,2.0249622504696857e-08,4.049924500939372e-09
Spain,ESP,Forest area (sq. km),AG.LND.FRST.K2,1998,164560.76,Sustainability,3.3313230472402343e-06,6.662646094480469e-07
Spain,ESP,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,1998,66.683689875,Sustainability,2.146322570756405e-08,4.29264514151281e-09
Spain,ESP,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1998,1.49851079672375,Sustainability,2.015160519191805e-08,4.03032103838361e-09
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1998,78.6658536585366,Quality of Life,2.1704324252701815e-08,4.340864850540363e-09
Spain,ESP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1998,100.0,Quality of Life,2.2133598275124235e-08,4.426719655024847e-09
Spain,ESP,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,1998,100.0,Quality of Life,2.2133598275124235e-08,4.426719655024847e-09
Spain,ESP,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1998,1.29328425113137,Quality of Life,2.01474757356312e-08,4.0294951471262404e-09
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1998,619214834614.099,Economic Development,0.14409242919648052,0.028818485839296106
Spain,ESP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1998,18.673,Economic Development,0.05034100967870561,0.010068201935741122
Spain,ESP,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,1998,21803589362.9509,Economic Development,0.05364215386551154,0.010728430773102308
Spain,ESP,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1998,3253445179.28332,Economic Development,0.05083359332672131,0.010166718665344264
Spain,ESP,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,1998,3253445179.28332,Data-driven Decision Making,0.027219547892240948,0.002721954789224095
Spain,ESP,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,1998,3253445179.28332,Safety and Security,0.02721954789742527,0.002721954789742527
Spain,ESP,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,1998,3253445179.28332,Safety and Security,0.02721954789742527,0.002721954789742527
Spain,ESP,Individuals using the Internet (% of population),IT.NET.USER.ZS,1998,4.361892394,Technological Integration,3.649323483239141e-11,3.649323483239141e-12
Spain,ESP,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,1998,4.361892394,Technological Integration,3.649323483239141e-11,3.649323483239141e-12
Spain,ESP,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,1998,61.2384267046564,Technological Integration,5.123437454746196e-10,5.1234374547461965e-11
Spain,ESP,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,1998,61.2384267046564,Governance and Participation,5.086625397346129e-10,5.086625397346129e-11
Spain,ESP,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,1998,24.7126436781609,Governance and Participation,2.0307408017946335e-10,2.0307408017946338e-11
Spain,ESP,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,1998,24.7126436781609,Governance and Participation,2.0307408017946335e-10,2.0307408017946338e-11
Spain,ESP,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,1998,24.7126436781609,Governance and Participation,2.0307408017946335e-10,2.0307408017946338e-11
Spain,ESP,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1998,1.0,Social Inclusion,0.5222966629946573,0.05222966629946573
Spain,ESP,Population growth (annual %),SP.POP.GROW,1998,0.413847481113965,Social Inclusion,0.5222963014564356,0.05222963014564356
Spain,ESP,Net migration,SM.POP.NETM,1998,168468.0,Social Inclusion,0.6262069212236796,0.06262069212236797
Luxembourg,LUX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1998,17.8137508829762,Sustainability,2.047989152812834e-08,4.095978305625668e-09
Luxembourg,LUX,Forest area (sq. km),AG.LND.FRST.K2,1998,17.8137508829762,Sustainability,2.047989152812834e-08,4.095978305625668e-09
Luxembourg,LUX,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,1998,0.3364294595,Sustainability,2.0128222426935206e-08,4.025644485387041e-09
Luxembourg,LUX,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1998,7.65027322404372,Sustainability,2.027538759032742e-08,4.055077518065484e-09
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1998,77.0170731707317,Quality of Life,2.1671148393646416e-08,4.3342296787292835e-09
Luxembourg,LUX,Access to electricity (% of population),EG.ELC.ACCS.ZS,1998,100.0,Quality of Life,2.2133598275124235e-08,4.426719655024847e-09
Luxembourg,LUX,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,1998,100.0,Quality of Life,2.2133598275124235e-08,4.426719655024847e-09
Luxembourg,LUX,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1998,0.944346140634388,Quality of Life,2.014045459384882e-08,4.028090918769764e-09
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1998,20150053345.1878,Economic Development,0.05339180238775609,0.010678360477551219
Luxembourg,LUX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1998,2.763,Economic Development,0.05034100967629678,0.010068201935259357
Luxembourg,LUX,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,1998,2.763,Economic Development,0.05034100967629678,0.010068201935259357
Luxembourg,LUX,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1998,656584228.5,Economic Development,0.05044041896004891,0.010088083792009782
Luxembourg,LUX,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,1998,656584228.5,Data-driven Decision Making,0.005493230976476159,0.0005493230976476159
Luxembourg,LUX,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,1998,656584228.5,Safety and Security,0.0054932309817762644,0.0005493230981776265
Luxembourg,LUX,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,1998,656584228.5,Safety and Security,0.0054932309817762644,0.0005493230981776265
Luxembourg,LUX,Individuals using the Internet (% of population),IT.NET.USER.ZS,1998,11.74555372,Technological Integration,9.826772680821629e-11,9.82677268082163e-12
Luxembourg,LUX,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,1998,11.74555372,Technological Integration,9.826772680821629e-11,9.82677268082163e-12
Luxembourg,LUX,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,1998,40.3829440411085,Technological Integration,3.37858921541175e-10,3.37858921541175e-11
Luxembourg,LUX,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,1998,40.3829440411085,Governance and Participation,3.3417771580052594e-10,3.3417771580052597e-11
Luxembourg,LUX,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,1998,20.0,Governance and Participation,1.6364632798050718e-10,1.6364632798050718e-11
Luxembourg,LUX,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,1998,20.0,Governance and Participation,1.6364632798050718e-10,1.6364632798050718e-11
Luxembourg,LUX,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,1998,20.0,Governance and Participation,1.6364632798050718e-10,1.6364632798050718e-11
Luxembourg,LUX,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1998,0.0,Social Inclusion,0.5222960461957695,0.05222960461957696
Luxembourg,LUX,Population growth (annual %),SP.POP.GROW,1998,1.24387080269218,Social Inclusion,0.5222968134138971,0.052229681341389715
Luxembourg,LUX,Net migration,SM.POP.NETM,1998,3724.0,Social Inclusion,0.524593005253893,0.0524593005253893
Japan,JPN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1998,8.94209256329114,Sustainability,2.030138087241736e-08,4.0602761744834724e-09
Japan,JPN,Forest area (sq. km),AG.LND.FRST.K2,1998,248908.0,Sustainability,5.028512070672498e-06,1.0057024141344995e-06
Japan,JPN,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,1998,64.5327826536,Sustainability,2.1419946329049928e-08,4.283989265809986e-09
Japan,JPN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1998,1.31354690127249,Sustainability,2.0147883449593215e-08,4.029576689918643e-09
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1998,80.5014634146342,Quality of Life,2.1741259388093962e-08,4.3482518776187925e-09
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1998,100.0,Quality of Life,2.2133598275124235e-08,4.426719655024847e-09
Japan,JPN,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,1998,100.0,Quality of Life,2.2133598275124235e-08,4.426719655024847e-09
Japan,JPN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1998,0.613577609531718,Quality of Life,2.0133799050403836e-08,4.026759810080767e-09
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1998,4098362709531.24,Economic Development,0.6708483041568143,0.13416966083136286
Japan,JPN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1998,4.078,Economic Development,0.05034100967649588,0.010068201935299177
Japan,JPN,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,1998,19805092207.5048,Economic Development,0.053339573993781364,0.010667914798756273
Japan,JPN,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1998,553758614.691189,Economic Development,0.050424850781254124,0.010084970156250825
Japan,JPN,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,1998,553758614.691189,Data-driven Decision Making,0.004632953158368726,0.00046329531583687257
Japan,JPN,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,1998,0.553006865316157,Safety and Security,4.626663745228366e-12,4.626663745228367e-13
Japan,JPN,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,1998,0.676536904143553,Safety and Security,5.660162582105587e-12,5.660162582105587e-13
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1998,13.41404088,Technological Integration,1.1222691888467946e-10,1.1222691888467946e-11
Japan,JPN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,1998,13.41404088,Technological Integration,1.1222691888467946e-10,1.1222691888467946e-11
Japan,JPN,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,1998,84.2206284516211,Technological Integration,7.046215023654236e-10,7.046215023654237e-11
Japan,JPN,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,1998,84.2206284516211,Governance and Participation,7.009402966261246e-10,7.009402966261247e-11
Japan,JPN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,1998,4.6,Governance and Participation,3.4804127014259194e-11,3.4804127014259197e-12
Japan,JPN,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,1998,4.6,Governance and Participation,3.4804127014259194e-11,3.4804127014259197e-12
Japan,JPN,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,1998,4.6,Governance and Participation,3.4804127014259194e-11,3.4804127014259197e-12
Japan,JPN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1998,4.6,Social Inclusion,0.5222988834706533,0.05222988834706534
Japan,JPN,Population growth (annual %),SP.POP.GROW,1998,0.271729610231193,Social Inclusion,0.5222962137982909,0.052229621379829096
Japan,JPN,Net migration,SM.POP.NETM,1998,56577.0,Social Inclusion,0.557192676870165,0.05571926768701651
India,IND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1998,0.818720963289576,Sustainability,2.01379268327501e-08,4.02758536655002e-09
India,IND,Forest area (sq. km),AG.LND.FRST.K2,1998,668604.0,Sustainability,1.3473405399469353e-05,2.6946810798938708e-06
India,IND,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,1998,91.5692140332,Sustainability,2.1963958611730868e-08,4.392791722346174e-09
India,IND,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1998,0.224118661799183,Sustainability,2.0125962570500416e-08,4.025192514100083e-09
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1998,61.792,Quality of Life,2.136479779976428e-08,4.272959559952856e-09
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,1998,56.1821327209473,Quality of Life,2.125191911909945e-08,4.250383823819891e-09
India,IND,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,1998,56.1821327209473,Quality of Life,2.125191911909945e-08,4.250383823819891e-09
India,IND,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1998,4.82576184342215,Quality of Life,2.021855431739815e-08,4.0437108634796295e-09
India,IND,GDP (current US$),NY.GDP.MKTP.CD,1998,421351317224.941,Economic Development,0.11413515978103855,0.02282703195620771
India,IND,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1998,421351317224.941,Economic Development,0.11413515978103855,0.02282703195620771
India,IND,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,1998,47593027.4887399,Economic Development,0.05034821543652392,0.010069643087304785
India,IND,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1998,9479300349.99233,Economic Development,0.05177621086001637,0.010355242172003273
India,IND,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,1998,9479300349.99233,Data-driven Decision Making,0.07930739744370632,0.007930739744370632
India,IND,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,1998,9479300349.99233,Safety and Security,0.07930739744861304,0.007930739744861304
India,IND,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,1998,9479300349.99233,Safety and Security,0.07930739744861304,0.007930739744861304
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,1998,0.139027329,Technological Integration,1.163155004074853e-12,1.163155004074853e-13
India,IND,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,1998,0.139027329,Technological Integration,1.163155004074853e-12,1.163155004074853e-13
India,IND,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,1998,18.4495951145456,Technological Integration,1.543562624341195e-10,1.543562624341195e-11
India,IND,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,1998,18.4495951145456,Governance and Participation,1.5067505669279492e-10,1.5067505669279492e-11
India,IND,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,1998,8.10313075506446,Governance and Participation,6.411263849186043e-11,6.4112638491860435e-12
India,IND,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,1998,8.10313075506446,Governance and Participation,6.411263849186043e-11,6.4112638491860435e-12
India,IND,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,1998,8.10313075506446,Governance and Participation,6.411263849186043e-11,6.4112638491860435e-12
India,IND,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1998,8.10313075506446,Social Inclusion,0.5223010441978068,0.05223010441978068
India,IND,Population growth (annual %),SP.POP.GROW,1998,1.88755786468172,Social Inclusion,0.5222972104393611,0.05222972104393611
India,IND,Net migration,SM.POP.NETM,1998,-28485.0,Social Inclusion,0.5047265298771213,0.050472652987712134
Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1999,10.9399253582537,Sustainability,2.034158017105788e-08,4.068316034211576e-09
Finland,FIN,Forest area (sq. km),AG.LND.FRST.K2,1999,223886.09,Sustainability,4.525034885203121e-06,9.050069770406243e-07
